,Date,Mkt,CPI,RF,Return,SnP
0,1928-01-01,-0.0043,17.3,0.0025,-0.0043,1.0
1,1928-02-01,-0.0137,17.1,0.0033,-0.0137,0.9863
2,1928-03-01,0.091,17.1,0.0029,0.091,1.0760532999999999
3,1928-04-01,0.0445,17.1,0.0022,0.0445,1.12393767185
4,1928-05-01,0.0184,17.2,0.0032,0.0184,1.14461812501204
5,1928-06-01,-0.0454,17.1,0.0031,-0.0454,1.0926524621364933
6,1928-07-01,0.0094,17.1,0.0032,0.0094,1.1029233952805764
7,1928-08-01,0.07,17.1,0.0032,0.07,1.1801280329502168
8,1928-09-01,0.0315,17.3,0.0027,0.0315,1.217302065988149
9,1928-10-01,0.0174,17.2,0.0040999999999999,0.0174,1.238483121936343
10,1928-11-01,0.1219,17.2,0.0038,0.1219,1.3894542145003832
11,1928-12-01,0.0042,17.1,0.0006,0.0042,1.3952899222012847
12,1929-01-01,0.05,17.1,0.0034,0.05,1.465054418311349
13,1929-02-01,0.0002,17.1,0.0036,0.0002,1.4653474291950113
14,1929-03-01,-0.0055,17.0,0.0034,-0.0055,1.4572880183344388
15,1929-04-01,0.0179,16.9,0.0036,0.0179,1.4833734738626252
16,1929-05-01,-0.0595,17.0,0.0044,-0.0595,1.3951127521677993
17,1929-06-01,0.1022,17.1,0.0052,0.1022,1.5376932754393482
18,1929-07-01,0.0479,17.3,0.0033,0.0479,1.6113487833328932
19,1929-08-01,0.0858,17.3,0.004,0.0858,1.7496025089428555
20,1929-09-01,-0.0512,17.3,0.0034999999999999,-0.0512,1.6600228604849812
21,1929-10-01,-0.1966,17.3,0.0046,-0.1966,1.333662366113634
22,1929-11-01,-0.1237,17.3,0.0037,-0.1237,1.1686883314253773
23,1929-12-01,0.017,17.2,0.0037,0.017,1.1885560330596088
24,1930-01-01,0.0575,17.1,0.0014,0.0575,1.2568980049605363
25,1930-02-01,0.028,17.0,0.003,0.028,1.2920911490994311
26,1930-03-01,0.0745,16.9,0.0034999999999999,0.0745,1.388351939707339
27,1930-04-01,-0.0185,17.0,0.0021,-0.0185,1.3626674288227532
28,1930-05-01,-0.014,16.9,0.0026,-0.014,1.3435900848192346
29,1930-06-01,-0.16,16.8,0.0027,-0.16,1.128615671248157
30,1930-07-01,0.0432,16.6,0.002,0.0432,1.1773718682460772
31,1930-08-01,0.0039,16.5,0.0009,0.0039,1.1819636185322369
32,1930-09-01,-0.1253,16.6,0.0022,-0.1253,1.0338635771301474
33,1930-10-01,-0.0869,16.5,0.0009,-0.0869,0.9440208322775377
34,1930-11-01,-0.0291,16.4,0.0013,-0.0291,0.9165498260582613
35,1930-12-01,-0.0769,16.1,0.0014,-0.0769,0.8460671444343811
36,1931-01-01,0.0639,15.9,0.0015,0.0639,0.900130834963738
37,1931-02-01,0.1092,15.7,0.0004,0.1092,0.9984251221417781
38,1931-03-01,-0.063,15.6,0.0013,-0.063,0.9355243394468462
39,1931-04-01,-0.099,15.5,0.0008,-0.099,0.8429074298416084
40,1931-05-01,-0.1315,15.3,0.0009,-0.1315,0.732065102817437
41,1931-06-01,0.1398,15.1,0.0008,0.1398,0.8344078041913147
42,1931-07-01,-0.0656,15.1,0.0006,-0.0656,0.7796706522363643
43,1931-08-01,0.0044,15.1,0.0003,0.0044,0.7831012031062043
44,1931-09-01,-0.291,15.0,0.0003,-0.291,0.555218753002299
45,1931-10-01,0.0814,14.9,0.001,0.0814,0.6004135594966861
46,1931-11-01,-0.0891,14.7,0.0017,-0.0891,0.5469167113455313
47,1931-12-01,-0.1341,14.6,0.0012,-0.1341,0.4735751803540956
48,1932-01-01,-0.0135,14.3,0.0023,-0.0135,0.46718191541931536
49,1932-02-01,0.0569,14.1,0.0023,0.0569,0.49376456640667443
50,1932-03-01,-0.1105,14.0,0.0016,-0.1105,0.4392035818187369
51,1932-04-01,-0.1785,13.9,0.0011,-0.1785,0.36080574246409236
52,1932-05-01,-0.2045,13.7,0.0006,-0.2045,0.28702096813018546
53,1932-06-01,-0.0068,13.6,0.0002,-0.0068,0.2850692255469002
54,1932-07-01,0.3387,13.6,0.0003,0.3387,0.38162217223963524
55,1932-08-01,0.3709,13.5,0.0003,0.3709,0.523165835923316
56,1932-09-01,-0.0291,13.4,0.0003,-0.0291,0.5079417100979475
57,1932-10-01,-0.1315,13.3,0.0002,-0.1315,0.4411473752200675
58,1932-11-01,-0.0586,13.2,0.0002,-0.0586,0.4152961390321715
59,1932-12-01,0.0441,13.1,0.0001,0.0441,0.4336106987634903
60,1933-01-01,0.0126,12.9,0.0001,0.0126,0.4390741935679102
61,1933-02-01,-0.1527,12.7,-0.0003,-0.1527,0.3720275642100903
62,1933-03-01,0.0333,12.6,0.0004,0.0333,0.3844160820982864
63,1933-04-01,0.3895,12.6,0.001,0.3895,0.534146146075569
64,1933-05-01,0.2147,12.6,0.0004,0.2147,0.6488273236379937
65,1933-06-01,0.1313,12.7,0.0002,0.1313,0.7340183512316623
66,1933-07-01,-0.0961,13.1,0.0002,-0.0961,0.6634791876782995
67,1933-08-01,0.1208,13.2,0.0003,0.1208,0.7436274735498382
68,1933-09-01,-0.1063,13.2,0.0002,-0.1063,0.6645798731114902
69,1933-10-01,-0.0835,13.2,0.0001,-0.0835,0.6090874537066808
70,1933-11-01,0.0999,13.2,0.0002,0.0999,0.6699352903319783
71,1933-12-01,0.0185,13.2,0.0002,0.0185,0.6823290932031199
72,1934-01-01,0.1265,13.2,0.0005,0.1265,0.7686437234933146
73,1934-02-01,-0.0248,13.3,0.0002,-0.0248,0.7495813591506804
74,1934-03-01,0.0011,13.3,0.0002,0.0011,0.7504058986457461
75,1934-04-01,-0.0178,13.3,0.0001,-0.0178,0.7370486736498518
76,1934-05-01,-0.0724,13.3,0.0001,-0.0724,0.6836863496776024
77,1934-06-01,0.0265,13.4,0.0001,0.0265,0.701804037944059
78,1934-07-01,-0.1095,13.4,0.0001,-0.1095,0.6249564957891846
79,1934-08-01,0.0559,13.4,0.0001,0.0559,0.6598915639038
80,1934-09-01,-0.0022,13.6,0.0001,-0.0022,0.6584398024632117
81,1934-10-01,-0.0165,13.5,0.0001,-0.0165,0.6475755457225687
82,1934-11-01,0.0834,13.5,0.0001,0.0834,0.7015833462358309
83,1934-12-01,0.0037,13.4,0.0001,0.0037,0.7041792046169035
84,1935-01-01,-0.0344,13.6,0.0001,-0.0344,0.679955439978082
85,1935-02-01,-0.0192,13.7,0.0002,-0.0192,0.6669002955305029
86,1935-03-01,-0.0367,13.7,0.0001,-0.0367,0.6424250546845335
87,1935-04-01,0.0907,13.8,0.0001,0.0907,0.7006930071444207
88,1935-05-01,0.0348,13.8,0.0001,0.0348,0.7250771237930465
89,1935-06-01,0.0594,13.7,0.0001,0.0594,0.7681467049463533
90,1935-07-01,0.0752,13.7,0.0001,0.0752,0.825911337158319
91,1935-08-01,0.0266,13.7,0.0001,0.0266,0.8478805787267303
92,1935-09-01,0.0264,13.7,0.0001,0.0264,0.8702646260051159
93,1935-10-01,0.0704,13.7,0.0001,0.0704,0.931531255675876
94,1935-11-01,0.049,13.8,0.0002,0.049,0.977176287203994
95,1935-12-01,0.0457,13.8,0.0001,0.0457,1.0218332435292166
96,1936-01-01,0.069,13.8,0.0001,0.069,1.0923397373327324
97,1936-02-01,0.025,13.8,0.0001,0.025,1.1196482307660505
98,1936-03-01,0.0101,13.7,0.0002,0.0101,1.1309566778967877
99,1936-04-01,-0.0812,13.7,0.0002,-0.0812,1.0391229956515684
100,1936-05-01,0.0521,13.7,0.0002,0.0521,1.0932613037250152
101,1936-06-01,0.0243,13.8,0.0003,0.0243,1.119827553405533
102,1936-07-01,0.0668,13.9,0.0001,0.0668,1.1946320339730228
103,1936-08-01,0.0101,14.0,0.0002,0.0101,1.2066978175161502
104,1936-09-01,0.0099,14.0,0.0001,0.0099,1.2186441259095602
105,1936-10-01,0.0714,14.0,0.0002,0.0714,1.3056553164995026
106,1936-11-01,0.0328,14.0,0.0001,0.0328,1.348480810880686
107,1936-12-01,0.0021,14.0,0.0,0.0021,1.3513126205835355
108,1937-01-01,0.0336,14.1,0.0001,0.0336,1.3967167246351424
109,1937-02-01,0.0111,14.1,0.0002,0.0111,1.4122202802785928
110,1937-03-01,-0.0026,14.2,0.0001,-0.0026,1.4085485075498685
111,1937-04-01,-0.0733,14.3,0.0003,-0.0733,1.3053019019464631
112,1937-05-01,-0.0077,14.4,0.0006,-0.0077,1.2952510773014752
113,1937-06-01,-0.0418,14.4,0.0003,-0.0418,1.2411095822702736
114,1937-07-01,0.0894,14.5,0.0003,0.0894,1.3520647789252358
115,1937-08-01,-0.0484,14.5,0.0002,-0.0484,1.2866248436252545
116,1937-09-01,-0.1357,14.6,0.0004,-0.1357,1.1120298523453076
117,1937-10-01,-0.0959,14.6,0.0002,-0.0959,1.0053861895053926
118,1937-11-01,-0.0829,14.5,0.0002,-0.0829,0.9220396743953955
119,1937-12-01,-0.0424,14.4,0.0,-0.0424,0.8829451922010307
120,1938-01-01,0.0049,14.2,0.0,0.0049,0.8872716236428158
121,1938-02-01,0.0584,14.1,0.0,0.0584,0.9390882864635561
122,1938-03-01,-0.2383,14.1,-0.0001,-0.2383,0.7153035477992908
123,1938-04-01,0.1452,14.2,0.0001,0.1452,0.8191656229397478
124,1938-05-01,-0.0383,14.1,0.0,-0.0383,0.7877915795811555
125,1938-06-01,0.2387,14.1,0.0,0.2387,0.9758374296271772
126,1938-07-01,0.0733,14.1,-0.0001,0.0733,1.0473663132188493
127,1938-08-01,-0.0267,14.1,0.0,-0.0267,1.019401632655906
128,1938-09-01,0.0083,14.1,0.0002,0.0083,1.02786266620695
129,1938-10-01,0.0781,14.0,0.0001,0.0781,1.1081387404377128
130,1938-11-01,-0.0178,14.0,-0.0006,-0.0178,1.0884138708579214
131,1938-12-01,0.0419,14.0,0.0,0.0419,1.1340184120468686
132,1939-01-01,-0.0597,14.0,-0.0001,-0.0597,1.0663175128476705
133,1939-02-01,0.0352,13.9,0.0001,0.0352,1.1038518892999085
134,1939-03-01,-0.12,13.9,-0.0001,-0.12,0.9713896625839195
135,1939-04-01,-0.0018,13.8,0.0,-0.0018,0.9696411611912684
136,1939-05-01,0.0681,13.8,0.0001,0.0681,1.0356737242683938
137,1939-06-01,-0.053,13.8,0.0001,-0.053,0.9807830168821688
138,1939-07-01,0.1024,13.8,0.0,0.1024,1.0812151978109028
139,1939-08-01,-0.0669,13.8,-0.0001,-0.0669,1.0088819010773535
140,1939-09-01,0.1689,14.1,0.0001,0.1689,1.1792820541693185
141,1939-10-01,-0.0053,14.0,0.0,-0.0053,1.1730318592822213
142,1939-11-01,-0.0362,14.0,0.0,-0.0362,1.1305681059762047
143,1939-12-01,0.0303,14.0,0.0,0.0303,1.1648243195872836
144,1940-01-01,-0.0241,13.9,0.0,-0.0241,1.13675205348523
145,1940-02-01,0.0144,14.0,0.0,0.0144,1.1531212830554174
146,1940-03-01,0.0205,14.0,0.0,0.0205,1.1767602693580534
147,1940-04-01,0.0022,14.0,0.0,0.0022,1.179349141950641
148,1940-05-01,-0.2197,14.0,-0.0002,-0.2197,0.9202461354640851
149,1940-06-01,0.0667,14.1,0.0,0.0667,0.9816265526995396
150,1940-07-01,0.0317,14.0,0.0001,0.0317,1.0127441144201148
151,1940-08-01,0.0218,14.0,-0.0001,0.0218,1.0348219361144735
152,1940-09-01,0.0239,14.0,0.0,0.0239,1.0595541803876094
153,1940-10-01,0.0302,14.0,0.0,0.0302,1.091552716635315
154,1940-11-01,-0.0161,14.0,0.0,-0.0161,1.0739787178974864
155,1940-12-01,0.0069,14.1,0.0,0.0069,1.081389171050979
156,1941-01-01,-0.0418,14.1,-0.0001,-0.0418,1.0361871037010482
157,1941-02-01,-0.0144,14.1,-0.0001,-0.0144,1.021266009407753
158,1941-03-01,0.0085,14.2,0.0001,0.0085,1.029946770487719
159,1941-04-01,-0.0547,14.3,-0.0001,-0.0547,0.9736086821420407
160,1941-05-01,0.0139,14.4,0.0,0.0139,0.9871418428238151
161,1941-06-01,0.0583,14.7,0.0,0.0583,1.0446922122604436
162,1941-07-01,0.059,14.7,0.0003,0.059,1.1063290527838097
163,1941-08-01,-0.0016,14.9,0.0001,-0.0016,1.1045589262993556
164,1941-09-01,-0.0086,15.1,0.0001,-0.0086,1.0950597195331813
165,1941-10-01,-0.0525,15.3,0.0,-0.0525,1.037569084257689
166,1941-11-01,-0.0192,15.4,0.0,-0.0192,1.0176477578399414
167,1941-12-01,-0.0486,15.5,0.0001,-0.0486,0.9681900768089203
168,1942-01-01,0.0081,15.7,0.0002,0.0081,0.9760324164310725
169,1942-02-01,-0.0245,15.8,0.0001,-0.0245,0.9521196222285113
170,1942-03-01,-0.0657,16.0,0.0001,-0.0657,0.8895653630480982
171,1942-04-01,-0.0436,16.1,0.0001,-0.0436,0.8507803132192011
172,1942-05-01,0.0597,16.3,0.0003,0.0597,0.9015718979183874
173,1942-06-01,0.0271,16.3,0.0002,0.0271,0.9260044963519757
174,1942-07-01,0.0354,16.4,0.0003,0.0354,0.9587850555228357
175,1942-08-01,0.0183,16.5,0.0003,0.0183,0.9763308220389034
176,1942-09-01,0.0264,16.5,0.0003,0.0264,1.0021059557407306
177,1942-10-01,0.0685,16.7,0.0003,0.0685,1.0707502137089704
178,1942-11-01,0.0018,16.8,0.0003,0.0018,1.0726775640936466
179,1942-12-01,0.0515,16.9,0.0003,0.0515,1.1279204586444695
180,1943-01-01,0.0716,16.9,0.0003,0.0716,1.2086795634834138
181,1943-02-01,0.0618,16.9,0.0003,0.0618,1.2833759605066888
182,1943-03-01,0.0604,17.2,0.0003,0.0604,1.3608918685212927
183,1943-04-01,0.0084,17.4,0.0003,0.0084,1.3723233602168716
184,1943-05-01,0.0577,17.5,0.0003,0.0577,1.4515064181013853
185,1943-06-01,0.0185,17.5,0.0003,0.0185,1.4783592868362607
186,1943-07-01,-0.0474,17.4,0.0003,-0.0474,1.408285056640222
187,1943-08-01,0.0133,17.3,0.0003,0.0133,1.4270152478935372
188,1943-09-01,0.0243,17.4,0.0003,0.0243,1.4616917184173501
189,1943-10-01,-0.0112,17.4,0.0003,-0.0112,1.4453207711710756
190,1943-11-01,-0.0588,17.4,0.0003,-0.0588,1.3603359098262167
191,1943-12-01,0.0639,17.4,0.0003,0.0639,1.4472613744641118
192,1944-01-01,0.0177,17.4,0.0003,0.0177,1.4728779007921267
193,1944-02-01,0.004,17.4,0.0003,0.004,1.4787694123952952
194,1944-03-01,0.0248,17.4,0.0002,0.0248,1.5154428938226985
195,1944-04-01,-0.0166,17.5,0.0003,-0.0166,1.4902865417852418
196,1944-05-01,0.051,17.5,0.0003,0.051,1.566291155416289
197,1944-06-01,0.0552,17.6,0.0003,0.0552,1.652750427195268
198,1944-07-01,-0.0146,17.7,0.0003,-0.0146,1.6286202709582172
199,1944-08-01,0.016,17.7,0.0003,0.016,1.6546781952935488
200,1944-09-01,0.0003,17.7,0.0002,0.0003,1.655174598752137
201,1944-10-01,0.0019,17.7,0.0003,0.0019,1.658319430489766
202,1944-11-01,0.0174,17.7,0.0003,0.0174,1.687174188580288
203,1944-12-01,0.0405,17.8,0.0002,0.0405,1.7555047432177897
204,1945-01-01,0.0204,17.8,0.0003,0.0204,1.7913170399794325
205,1945-02-01,0.0625,17.8,0.0002,0.0625,1.903274354978147
206,1945-03-01,-0.0387,17.8,0.0002,-0.0387,1.8296176374404929
207,1945-04-01,0.0783,17.8,0.0003,0.0783,1.9728766984520836
208,1945-05-01,0.0176,17.9,0.0003,0.0176,2.00759932834484
209,1945-06-01,0.0041,18.1,0.0002,0.0041,2.015830485591054
210,1945-07-01,-0.0214,18.1,0.0003,-0.0214,1.9726917131994055
211,1945-08-01,0.0623,18.1,0.0003,0.0623,2.095590406931729
212,1945-09-01,0.048,18.1,0.0003,0.048,2.1961787464644518
213,1945-10-01,0.0392,18.1,0.0003,0.0392,2.282268953325858
214,1945-11-01,0.0541,18.1,0.0002,0.0541,2.405739703700787
215,1945-12-01,0.0123,18.2,0.0003,0.0123,2.4353303020563066
216,1946-01-01,0.0627,18.2,0.0003,0.0627,2.588025511995237
217,1946-02-01,-0.058,18.1,0.0003,-0.058,2.4379200322995134
218,1946-03-01,0.059,18.3,0.0003,0.059,2.581757314205184
219,1946-04-01,0.0426,18.4,0.0003,0.0426,2.691740175790325
220,1946-05-01,0.0396,18.5,0.0003,0.0396,2.7983330867516223
221,1946-06-01,-0.0386,18.7,0.0003,-0.0386,2.69031742960301
222,1946-07-01,-0.0266,19.8,0.0003,-0.0266,2.6187549859755697
223,1946-08-01,-0.0641,20.2,0.0003,-0.0641,2.4508927913745358
224,1946-09-01,-0.1014,20.4,0.0003,-0.1014,2.2023722623291575
225,1946-10-01,-0.0141,20.8,0.0003,-0.0141,2.1713188134303163
226,1946-11-01,0.0002,21.3,0.0003,0.0002,2.171753077193002
227,1946-12-01,0.0499,21.5,0.0003,0.0499,2.2801235557449333
228,1947-01-01,0.0128,21.5,0.0003,0.0128,2.309309137258468
229,1947-02-01,-0.0105,21.5,0.0003,-0.0105,2.285061391317254
230,1947-03-01,-0.0164,21.9,0.0003,-0.0164,2.247586384499651
231,1947-04-01,-0.0477,21.9,0.0003,-0.0477,2.1403765139590174
232,1947-05-01,-0.0094,21.9,0.0003,-0.0094,2.1202569747278033
233,1947-06-01,0.0532,22.0,0.0003,0.0532,2.233054645783322
234,1947-07-01,0.0417,22.2,0.0003,0.0417,2.326173024512487
235,1947-08-01,-0.0171,22.5,0.0003,-0.0171,2.2863954657933236
236,1947-09-01,-0.0048,23.0,0.0006,-0.0048,2.2754207675575158
237,1947-10-01,0.0253,23.0,0.0006,0.0253,2.3329889129767207
238,1947-11-01,-0.0191,23.1,0.0006,-0.0191,2.2884288247388653
239,1947-12-01,0.0308,23.4,0.0008,0.0308,2.3589124325408224
240,1948-01-01,-0.0386,23.7,0.0007,-0.0386,2.2678584126447467
241,1948-02-01,-0.0431,23.5,0.0007,-0.0431,2.1701137150597583
242,1948-03-01,0.0816,23.4,0.0009,0.0816,2.347194994208634
243,1948-04-01,0.0373,23.8,0.0008,0.0373,2.4347453674926167
244,1948-05-01,0.0738,23.9,0.0008,0.0738,2.614429575613572
245,1948-06-01,-0.0001,24.1,0.0009,-0.0001,2.614168132656011
246,1948-07-01,-0.0501,24.4,0.0008,-0.0501,2.483198309209944
247,1948-08-01,0.0034,24.5,0.0009,0.0034,2.4916411834612586
248,1948-09-01,-0.0293,24.5,0.0004,-0.0293,2.4186360967858436
249,1948-10-01,0.06,24.4,0.0004,0.06,2.5637542625929943
250,1948-11-01,-0.0926,24.2,0.0004,-0.0926,2.3263506178768827
251,1948-12-01,0.033,24.1,0.0004,0.033,2.40312018826682
252,1949-01-01,0.0033,24.0,0.001,0.0033,2.4110504848881003
253,1949-02-01,-0.0284,23.8,0.0009,-0.0284,2.342576651117278
254,1949-03-01,0.0414,23.8,0.001,0.0414,2.4395593244735334
255,1949-04-01,-0.0178,23.9,0.0009,-0.0178,2.3961351684979046
256,1949-05-01,-0.0284,23.8,0.001,-0.0284,2.3280849297125643
257,1949-06-01,0.002,23.9,0.001,0.002,2.3327410995719893
258,1949-07-01,0.0563,23.7,0.0009,0.0563,2.464074423477892
259,1949-08-01,0.0269,23.8,0.0009,0.0269,2.5303580254694475
260,1949-09-01,0.0318,23.9,0.0009,0.0318,2.6108234106793757
261,1949-10-01,0.0323,23.7,0.0009,0.0323,2.69515300684432
262,1949-11-01,0.019,23.8,0.0008,0.019,2.7463609139743617
263,1949-12-01,0.0522,23.6,0.0009,0.0522,2.8897209536838235
264,1950-01-01,0.0179,23.5,0.0009,0.0179,2.9414469587547645
265,1950-02-01,0.0157,23.5,0.0009,0.0157,2.9876276760072145
266,1950-03-01,0.0136,23.6,0.001,0.0136,3.0282594124009123
267,1950-04-01,0.0403,23.6,0.0009,0.0403,3.150298266720669
268,1950-05-01,0.0441,23.7,0.001,0.0441,3.289226420283051
269,1950-06-01,-0.0584,23.8,0.001,-0.0584,3.097135597338521
270,1950-07-01,0.0146,24.1,0.001,0.0146,3.1423537770596632
271,1950-08-01,0.0495,24.3,0.001,0.0495,3.297900289024117
272,1950-09-01,0.0491,24.4,0.001,0.0491,3.459827193215201
273,1950-10-01,-0.0006,24.6,0.0012,-0.0006,3.457751296899272
274,1950-11-01,0.0287,24.7,0.0011,0.0287,3.5569887591202805
275,1950-12-01,0.0565,25.0,0.0011,0.0565,3.757958624010576
276,1951-01-01,0.0583,25.4,0.0013,0.0583,3.9770476117903932
277,1951-02-01,0.0151,25.7,0.001,0.0151,4.037101030728428
278,1951-03-01,-0.0204,25.8,0.0011,-0.0204,3.9547441697015677
279,1951-04-01,0.0499,25.8,0.0013,0.0499,4.152085903769676
280,1951-05-01,-0.0222,25.9,0.0012,-0.0222,4.059909596705989
281,1951-06-01,-0.025,25.9,0.0012,-0.025,3.958411856788339
282,1951-07-01,0.0707,25.9,0.0013,0.0707,4.2382715750632745
283,1951-08-01,0.044,25.9,0.0013,0.044,4.424755524366059
284,1951-09-01,0.0082,26.1,0.0012,0.0082,4.461038519665861
285,1951-10-01,-0.0237,26.2,0.0016,-0.0237,4.35531190674978
286,1951-11-01,0.0068,26.4,0.0011,0.0068,4.384928027715678
287,1951-12-01,0.0345,26.5,0.0012,0.0345,4.536208044671869
288,1952-01-01,0.016,26.5,0.0015,0.016,4.608787373386619
289,1952-02-01,-0.025,26.3,0.0012,-0.025,4.493567689051953
290,1952-03-01,0.0455,26.3,0.0011,0.0455,4.6980250189038175
291,1952-04-01,-0.0485,26.4,0.0012,-0.0485,4.470170805486982
292,1952-05-01,0.0333,26.4,0.0013,0.0333,4.6190274933097
293,1952-06-01,0.0398,26.5,0.0015,0.0398,4.802864787543426
